Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
8/31/2018,61639,10025,NY,New York-Newark-Jersey City,New York,New York,0,1115100,0.000448591,-0.006592428,0.013174632,0.049858255,0.031116287,2016-07,2016-Q3,1141200,-0.022870662,2016-02
8/31/2018,84654,60657,IL,Chicago-Naperville-Elgin,Cook,Chicago,1,346700,-0.000864553,-0.007159221,0.006386067,0.032305878,0.00818205,2018-03,2018-Q1,352300,-0.015895544,2017-11
8/31/2018,61637,10023,NY,New York-Newark-Jersey City,New York,New York,2,1489400,-0.002411253,-0.015858332,-0.074216808,0.022897087,0.01768555,2016-12,2016-Q4,1623900,-0.082825297,2015-07
8/31/2018,91982,77494,TX,Houston-The Woodlands-Sugar Land,Harris,Katy,3,336100,0.000595415,0.005384385,0.048673947,0.047107934,0.030947906,2018-08,2018-Q3,336100,0,2018-08
8/31/2018,84616,60614,IL,Chicago-Naperville-Elgin,Cook,Chicago,4,424000,-0.002822201,-0.007490637,0.009043313,0.036902404,0.013757665,2018-03,2018-Q1,429500,-0.012805588,2017-11
8/31/2018,93144,79936,TX,El Paso,El Paso,El Paso,5,122900,0,0.006552007,0.028451883,0.017118581,-0.001372816,2007-10,2007-Q4,132400,-0.071752266,2007-03
8/31/2018,91940,77449,TX,Houston-The Woodlands-Sugar Land,Harris,Katy,6,176100,-0.000567537,-0.003395586,0.05260012,0.071982746,0.030421435,2018-05,2018-Q2,176700,-0.003395586,2018-04
8/31/2018,91733,77084,TX,Houston-The Woodlands-Sugar Land,Harris,Houston,7,165000,-0.001814882,-0.001210654,0.041009464,0.066831728,0.028069946,2018-06,2018-Q2,165500,-0.003021148,2018-05
8/31/2018,61616,10002,NY,New York-Newark-Jersey City,New York,New York,8,1013300,0.002175848,0.009665205,0.013806903,0.070792301,0.030739269,2018-08,2018-Q3,1013300,0,2018-08
8/31/2018,61807,10467,NY,New York-Newark-Jersey City,Bronx,New York,9,411100,0.000486736,0.020352445,0.112584574,0.064344903,0.015836417,2018-08,2018-Q3,411100,0,2018-08
8/31/2018,84640,60640,IL,Chicago-Naperville-Elgin,Cook,Chicago,10,240000,-0.002493766,-0.00990099,0.000834028,0.045683163,-0.003356704,2007-01,2007-Q1,270000,-0.111111111,2005-01
8/31/2018,97564,94109,CA,San Francisco-Oakland-Hayward,San Francisco,San Francisco,11,1246400,0.0016072,0.007191919,0.029062087,0.065023236,0.048304026,2018-01,2018-Q1,1257200,-0.008590519,2017-11
8/31/2018,62037,11226,NY,New York-Newark-Jersey City,Kings,New York,12,816400,-0.001833965,0.017067398,0.203065134,0.133519598,0.049830605,2018-07,2018-Q3,817900,-0.001833965,2018-07
8/31/2018,61630,10016,NY,New York-Newark-Jersey City,New York,New York,13,1045600,-0.000477966,0.002877422,0.007418826,0.042120234,0.020531426,2017-02,2017-Q1,1091600,-0.042139978,2016-03
8/31/2018,74101,37013,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson,Nashville,14,206700,-0.000483559,0.002911208,0.114285714,0.103189171,0.038111705,2018-07,2018-Q3,206800,-0.000483559,2018-07
8/31/2018,71831,32162,FL,The Villages,Sumter,The Villages,15,256500,0.000390016,0.007462687,0.032608696,0.037719842,0.014943205,2018-08,2018-Q3,256500,0,2018-08
8/31/2018,62087,11375,NY,New York-Newark-Jersey City,Queens,New York,16,972500,-0.003790207,-0.003892246,0.032597154,0.079897638,0.044745719,2018-04,2018-Q2,976600,-0.004198239,2018-03
8/31/2018,62045,11235,NY,New York-Newark-Jersey City,Kings,New York,17,725500,-0.003434066,-0.004527991,0.059278727,0.067881028,0.034796739,2018-06,2018-Q2,729600,-0.005619518,2018-03
8/31/2018,92593,78660,TX,Austin-Round Rock,Travis,Pflugerville,18,244100,-0.0004095,0.001230517,0.037399065,0.071407192,0.034253595,2018-07,2018-Q3,244200,-0.0004095,2018-07
8/31/2018,96107,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawthorne,19,618500,-0.000484809,0.004221465,0.062897405,0.086710213,0.038017194,2018-07,2018-Q3,618800,-0.000484809,2018-07
8/31/2018,84646,60647,IL,Chicago-Naperville-Elgin,Cook,Chicago,20,384300,-0.002854177,-0.009791291,0.018822906,0.065457643,0.021578242,2018-05,2018-Q2,388100,-0.009791291,2018-02
8/31/2018,74242,37211,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson,Nashville,21,251000,-0.00159109,-0.000398248,0.078642028,0.120668269,0.054744082,2018-06,2018-Q2,251700,-0.002781089,2018-05
8/31/2018,61643,10029,NY,New York-Newark-Jersey City,New York,New York,22,792300,-0.002141058,-0.009377344,0.018773306,0.059983046,0.031363111,2018-05,2018-Q2,799800,-0.009377344,2018-03
8/31/2018,61623,10009,NY,New York-Newark-Jersey City,New York,New York,23,1171700,-0.000511814,0.001538593,-0.010555649,0.057538412,0.026447927,2017-06,2017-Q2,1220000,-0.039590164,2016-12
8/31/2018,84620,60618,IL,Chicago-Naperville-Elgin,Cook,Chicago,24,388700,-0.002566076,-0.011444557,0.020209974,0.052937626,0.015355997,2018-04,2018-Q2,394600,-0.01495185,2018-02
8/31/2018,61625,10011,NY,New York-Newark-Jersey City,New York,New York,25,1711400,0.000116877,-0.017453209,-0.029708584,0.03385993,0.029051807,2016-03,2016-Q1,1824900,-0.062195189,2014-09
8/31/2018,92036,77573,TX,Houston-The Woodlands-Sugar Land,Galveston,League City,26,262500,-0.000380807,0.001526135,0.05548854,0.069838705,0.033177485,2018-06,2018-Q2,262900,-0.001521491,2018-06
8/31/2018,61703,10128,NY,New York-Newark-Jersey City,New York,New York,27,1254300,0.000239234,0.000718047,0.02576055,0.067528225,0.030488729,2018-06,2018-Q2,1256500,-0.001750895,2018-06
8/31/2018,92045,77584,TX,Houston-The Woodlands-Sugar Land,Brazoria,Pearland,28,260600,-0.001149866,0.006177606,0.043652383,0.065231896,0.029265028,2018-07,2018-Q3,260900,-0.001149866,2018-06
8/31/2018,69816,28269,NC,Charlotte-Concord-Gastonia,Mecklenburg,Charlotte,29,197200,0,0.001523616,0.067677315,0.068400748,0.021804232,2018-06,2018-Q2,197300,-0.000506842,2018-06
8/31/2018,66126,20002,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,30,648200,0.000617475,0.010601809,0.063494668,0.090614504,0.06057321,2018-08,2018-Q3,648200,0,2018-08
8/31/2018,92271,78130,TX,San Antonio-New Braunfels,Comal,New Braunfels,31,225700,-0.000885347,0.006690455,0.080938697,0.067518553,0.03643592,2018-07,2018-Q3,225900,-0.000885347,2018-06
8/31/2018,71067,30349,GA,Atlanta-Sandy Springs-Roswell,Clayton,Riverdale,32,128200,0.002345582,0.010244287,0.079124579,0.158160812,-0.004833519,2007-09,2007-Q3,150400,-0.147606383,2001-10
8/31/2018,92515,78572,TX,McAllen-Edinburg-Mission,Hidalgo,Mission,33,106200,0,0.005681818,0.071644803,0.057767039,0.018629809,2018-08,2018-Q3,106200,0,2018-08
8/31/2018,97771,94565,CA,San Francisco-Oakland-Hayward,Contra Costa,Pittsburg,34,426700,-0.002571295,0.007794048,0.085750636,0.141300418,0.048319239,2006-01,2006-Q1,465400,-0.083154276,2005-05
8/31/2018,93123,79912,TX,El Paso,El Paso,El Paso,35,187700,0,0.002135611,0.037016575,0.019766975,0.006057429,2018-08,2018-Q3,187700,0,2018-08
8/31/2018,96027,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,36,1446700,-0.000207326,0.003537736,0.059232684,0.088531591,0.048138316,2018-06,2018-Q2,1447600,-0.000621719,2018-06
8/31/2018,92551,78613,TX,Austin-Round Rock,Williamson,Cedar Park,37,292800,-0.000682594,-0.00374277,0.018789144,0.071195513,0.036848693,2018-03,2018-Q1,295000,-0.007457627,2017-12
8/31/2018,90654,75052,TX,Dallas-Fort Worth-Arlington,Dallas,Grand Prairie,38,204800,-0.001462701,0.001466993,0.089361702,0.090009742,0.042633801,2018-06,2018-Q2,205200,-0.001949318,2018-06
8/31/2018,66133,20009,DC,Washington-Arlington-Alexandria,District of Columbia,Washington,39,551000,0,-0.000362845,-0.013605442,0.029263671,0.024653056,2017-07,2017-Q3,558900,-0.014134908,2017-01
8/31/2018,74126,37042,TN,Clarksville,Montgomery,Clarksville,40,132200,-0.000755858,0.005323194,0.059294872,0.025255529,0.014833,2018-07,2018-Q3,132300,-0.000755858,2018-06
8/31/2018,61802,10462,NY,New York-Newark-Jersey City,Bronx,New York,41,144300,0.002779708,0.019067797,0.118604651,0.100959707,0.025124476,2018-08,2018-Q3,144300,0,2018-08
8/31/2018,91926,77433,TX,Houston-The Woodlands-Sugar Land,Harris,Cypress,42,253800,-0.001180638,-0.002358491,0.032126881,0.0482975,0.027830128,2018-06,2018-Q2,254500,-0.002750491,2018-05
8/31/2018,89925,73099,OK,Oklahoma City,Canadian,Yukon,43,162600,0,0.001231527,0.016885553,0.025879099,0.034883525,2018-08,2018-Q3,162600,0,2018-08
8/31/2018,61617,10003,NY,New York-Newark-Jersey City,New York,New York,44,1714100,-0.000990791,-0.001165433,0.052499079,0.060190423,0.038481266,2018-06,2018-Q2,1720200,-0.003546099,2018-05
8/31/2018,91922,77429,TX,Houston-The Woodlands-Sugar Land,Harris,Cypress,45,244300,-0.000409165,-0.001226492,0.030366934,0.060064082,0.031302098,2018-06,2018-Q2,244800,-0.002042484,2018-05
8/31/2018,91968,77479,TX,Houston-The Woodlands-Sugar Land,Fort Bend,Sugar Land,46,369900,-0.000540394,-0.001619433,0.017047017,0.055241116,0.030879918,2018-06,2018-Q2,370500,-0.001619433,2018-04
8/31/2018,62017,11206,NY,New York-Newark-Jersey City,Kings,New York,47,696600,-0.00171969,0.015896165,0.115452362,0.081265499,0.05278279,2018-07,2018-Q3,697800,-0.00171969,2018-07
8/31/2018,86026,63376,MO,St. Louis,Saint Charles,Saint Peters,48,194900,-0.001536885,0.003604531,0.03891258,0.052924845,0.012931559,2018-07,2018-Q3,195200,-0.001536885,2018-06
8/31/2018,84615,60613,IL,Chicago-Naperville-Elgin,Cook,Chicago,49,238900,-0.002921536,-0.013217679,0.019197952,0.029392029,0.000503906,2006-04,2006-Q2,262700,-0.09059764,2004-05
8/31/2018,70829,30044,GA,Atlanta-Sandy Springs-Roswell,Gwinnett,Lawrenceville,50,187400,0,0.009698276,0.099765258,0.126604849,0.020100451,2018-08,2018-Q3,187400,0,2018-08
8/31/2018,62040,11230,NY,New York-Newark-Jersey City,Kings,New York,51,1057100,-0.002359381,0.007241544,0.083094262,0.093744806,0.043968791,2018-07,2018-Q3,1059600,-0.002359381,2018-06
8/31/2018,61803,10463,NY,New York-Newark-Jersey City,Bronx,New York,52,678800,-0.000588928,0.005778634,0.103381014,0.06749202,0.017614007,2018-06,2018-Q2,679300,-0.000736052,2018-06
8/31/2018,70828,30043,GA,Atlanta-Sandy Springs-Roswell,Gwinnett,Lawrenceville,53,230600,0.000433839,0.005669429,0.074056823,0.082785182,0.022023085,2018-08,2018-Q3,230600,0,2018-08
8/31/2018,84630,60629,IL,Chicago-Naperville-Elgin,Cook,Chicago,54,164500,-0.001820388,-0.004237288,0.043119848,0.067309116,-0.02053123,2007-02,2007-Q1,238500,-0.310272537,2003-11
8/31/2018,62023,11212,NY,New York-Newark-Jersey City,Kings,New York,55,433000,-0.003222836,0.00301135,0.119441572,0.091383043,0.020904929,2018-07,2018-Q3,434400,-0.003222836,2018-06
8/31/2018,62020,11209,NY,New York-Newark-Jersey City,Kings,New York,56,972300,-0.002462296,0.000102859,0.001338826,0.061737688,0.038627332,2018-01,2018-Q1,982900,-0.010784413,2017-09
8/31/2018,84627,60625,IL,Chicago-Naperville-Elgin,Cook,Chicago,57,293900,-0.002037351,-0.014419852,0.019070735,0.056266401,0.000580871,2007-04,2007-Q2,328700,-0.105871615,2005-02
8/31/2018,60545,7030,NJ,New York-Newark-Jersey City,Hudson,Hoboken,58,752600,-0.001989126,-0.011297951,-0.033765567,0.065854913,0.035747813,2017-11,2017-Q4,783900,-0.039928562,2017-05
8/31/2018,69823,28277,NC,Charlotte-Concord-Gastonia,Mecklenburg,Charlotte,59,346700,0,0.001444252,0.036162582,0.059896481,0.023855615,2018-06,2018-Q2,346800,-0.000288351,2018-06
8/31/2018,90823,75287,TX,Dallas-Fort Worth-Arlington,Dallas,Dallas,60,326200,-0.001835985,0.003383574,0.071264368,0.07768595,0.044478663,2018-06,2018-Q2,327100,-0.002751452,2018-06
8/31/2018,94748,85032,AZ,Phoenix-Mesa-Scottsdale,Maricopa,Phoenix,61,255000,0.002358491,0.009501188,0.0625,0.077587666,0.025260513,2006-06,2006-Q2,260900,-0.022614028,2006-02
8/31/2018,92617,78704,TX,Austin-Round Rock,Travis,Austin,62,512000,-0.000390472,0.008270973,0.046178995,0.063015643,0.042494782,2018-07,2018-Q3,512200,-0.000390472,2018-07
8/31/2018,72463,33160,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade,Sunny Isles Beach,63,347100,0.000865052,0.008132443,0.057909174,0.055854817,0.02478887,2006-07,2006-Q3,398200,-0.128327474,2005-10
8/31/2018,91726,77077,TX,Houston-The Woodlands-Sugar Land,Harris,Houston,64,304800,-0.000327976,-0.008780488,0.006272697,0.055849571,0.04093648,2018-04,2018-Q2,308200,-0.011031798,2018-02
8/31/2018,92341,78245,TX,San Antonio-New Braunfels,Bexar,San Antonio,65,168900,-0.00177305,0.001779359,0.051681196,0.061199862,0.024183561,2018-07,2018-Q3,169200,-0.00177305,2018-06
8/31/2018,66843,21234,MD,Baltimore-Columbia-Towson,Baltimore,Parkville,66,203700,-0.001470588,-0.000980873,0.065934066,0.03186758,-0.004356731,2007-07,2007-Q3,227900,-0.106186924,2005-11
8/31/2018,67732,23464,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,Virginia Beach,67,251500,0.000397772,0.002791069,-0.001191422,0.022036386,-0.000119064,2007-05,2007-Q2,265800,-0.05379985,2005-10
8/31/2018,70874,30096,GA,Atlanta-Sandy Springs-Roswell,Gwinnett,Duluth,68,223200,0.000448229,0.010869565,0.085075352,0.094678951,0.025904483,2018-08,2018-Q3,223200,0,2018-08
8/31/2018,92481,78521,TX,Brownsville-Harlingen,Cameron,Brownsville,69,72300,0.001385042,0.011188811,0.069526627,0.034574316,0.017809657,2018-08,2018-Q3,72300,0,2018-08
8/31/2018,90795,75243,TX,Dallas-Fort Worth-Arlington,Dallas,Dallas,70,213100,-0.000937647,0.009474183,0.138354701,0.119479554,0.055725993,2018-07,2018-Q3,213300,-0.000937647,2018-07
8/31/2018,62025,11214,NY,New York-Newark-Jersey City,Kings,New York,71,710900,-0.002945302,0.010231633,0.070793794,0.081074946,0.042973588,2018-07,2018-Q3,713000,-0.002945302,2018-06
8/31/2018,99534,98052,WA,Seattle-Tacoma-Bellevue,King,Redmond,72,843100,0.001306413,0.003929507,0.0775818,0.117229091,0.054788035,2018-08,2018-Q3,843100,0,2018-08
8/31/2018,97711,94501,CA,San Francisco-Oakland-Hayward,Alameda,Alameda,73,999000,0.001302997,-0.00109989,0.07073955,0.085188154,0.057919548,2018-03,2018-Q1,1004200,-0.005178251,2018-02
8/31/2018,61148,8701,NJ,New York-Newark-Jersey City,Ocean,Lakewood,74,325200,-0.001228501,0.002775208,0.023929471,0.068770353,0.014968921,2006-08,2006-Q3,329400,-0.012750455,2006-03
8/31/2018,62032,11221,NY,New York-Newark-Jersey City,Kings,New York,75,940800,-0.003811944,-0.006651885,0.091922006,0.137334587,0.067738697,2018-05,2018-Q2,947100,-0.006651885,2018-04
8/31/2018,84612,60610,IL,Chicago-Naperville-Elgin,Cook,Chicago,76,294100,-0.004063664,-0.011428571,-0.01803005,0.025288114,0.005324489,2017-11,2017-Q4,305400,-0.037000655,2016-11
8/31/2018,62039,11229,NY,New York-Newark-Jersey City,Kings,New York,77,759500,-0.00210222,-0.002233316,0.061198826,0.080870203,0.041133487,2018-06,2018-Q2,761700,-0.002888276,2018-05
8/31/2018,91889,77379,TX,Houston-The Woodlands-Sugar Land,Harris,Tomball,78,245700,0,-0.002030869,0.025459098,0.057251822,0.029339724,2018-06,2018-Q2,246200,-0.002030869,2018-06
8/31/2018,92598,78666,TX,Austin-Round Rock,Hays,San Marcos,79,206100,0,0.005365854,0.087598945,0.08134193,0.036505355,2018-08,2018-Q3,206100,0,2018-08
8/31/2018,61633,10019,NY,New York-Newark-Jersey City,New York,New York,80,1289000,0,-0.003787001,0.006009522,0.049764208,0.023722643,2016-02,2016-Q1,1353700,-0.047794932,2015-10
8/31/2018,70810,30024,GA,Atlanta-Sandy Springs-Roswell,Gwinnett,Suwanee,81,348200,0.001150086,0.00259142,0.051963746,0.065021428,0.024240863,2018-08,2018-Q3,348200,0,2018-08
8/31/2018,97565,94110,CA,San Francisco-Oakland-Hayward,San Francisco,San Francisco,82,1555300,0.000772151,0.013092757,0.072472762,0.109924331,0.071677128,2018-08,2018-Q3,1555300,0,2018-08
8/31/2018,84621,60619,IL,Chicago-Naperville-Elgin,Cook,Chicago,83,129200,0.003885004,-0.011476664,0.022961203,0.054102672,-0.025935861,2007-11,2007-Q4,178600,-0.276595745,2004-05
8/31/2018,72442,33139,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade,Miami Beach,84,350900,-0.0002849,-0.012939522,-0.0546875,0.037468923,0.016764024,2016-06,2016-Q2,384900,-0.088334632,2014-12
8/31/2018,72578,33411,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach,Royal Palm Beach,85,285500,0.001051893,0.003514938,0.054283604,0.116460412,0.026943647,2006-06,2006-Q2,333000,-0.142642643,2005-06
8/31/2018,96015,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,86,1265400,0.000474383,0.004046656,0.088703433,0.107426497,0.068634763,2018-08,2018-Q3,1265400,0,2018-08
8/31/2018,77007,44107,OH,Cleveland-Elyria,Cuyahoga,Lakewood,87,176000,-0.002267574,0,0.058328322,0.077174156,0.038728113,2018-06,2018-Q2,177000,-0.005649718,2018-05
8/31/2018,92654,78745,TX,Austin-Round Rock,Travis,Austin,88,297600,-0.000671592,0.003371544,0.039469088,0.095514796,0.055257179,2018-07,2018-Q3,297800,-0.000671592,2018-06
8/31/2018,90665,75067,TX,Dallas-Fort Worth-Arlington,Denton,Lewisville,89,245600,-0.000407,0.005733006,0.088170137,0.098274497,0.048054132,2018-07,2018-Q3,245700,-0.000407,2018-07
8/31/2018,72363,33025,FL,Miami-Fort Lauderdale-West Palm Beach,Broward,Miramar,90,236100,-0.001269036,0.013739802,0.091539528,0.121796811,0.012801066,2006-12,2006-Q4,279500,-0.155277281,2005-09
8/31/2018,62088,11377,NY,New York-Newark-Jersey City,Queens,New York,91,733500,-0.000272591,0.001912307,0.037335596,0.07730535,0.03422534,2018-07,2018-Q3,733700,-0.000272591,2018-07
8/31/2018,79054,48197,MI,Ann Arbor,Washtenaw,Ypsilanti,92,212300,-0.001411101,0.010471204,0.077664975,0.087610448,0.033377038,2018-07,2018-Q3,212600,-0.001411101,2018-06
8/31/2018,58669,2169,MA,Boston-Cambridge-Newton,Norfolk,Quincy,93,417000,-0.002153625,-0.00286944,0.076684741,0.069507805,0.034657216,2018-06,2018-Q2,418900,-0.004535689,2018-05
8/31/2018,87074,66062,KS,Kansas City,Johnson,Olathe,94,258000,-0.000774593,0.00624025,0.059983566,0.059442938,0.022021802,2018-07,2018-Q3,258200,-0.000774593,2018-06
8/31/2018,67730,23462,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,Virginia Beach,95,196600,0.000508906,0.004598876,0.012879959,0.02294119,-0.005376171,2007-08,2007-Q3,214000,-0.081308411,2005-11
8/31/2018,96025,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,96,416300,-0.000720115,-0.002396358,0.078497409,0.110081862,0.021152677,2007-02,2007-Q1,420200,-0.009281295,2006-10
8/31/2018,76953,44035,OH,Cleveland-Elyria,Lorain,Elyria,97,91900,-0.001086957,0.00547046,0.047890536,0.028570179,-0.009475964,2006-04,2006-Q2,116000,-0.207758621,2000-02
8/31/2018,98325,95630,CA,Sacramento--Roseville--Arden-Arcade,Sacramento,Folsom,98,530400,-0.000188501,0.000188573,0.022162266,0.047331711,0.03668282,2018-02,2018-Q1,531700,-0.002444988,2018-01
8/31/2018,96239,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,99,452500,-0.000441794,0.000663423,0.059222846,0.078121142,0.028056885,2006-08,2006-Q3,460200,-0.016731856,2006-05
8/31/2018,96193,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Norwalk,100,472900,-0.000422744,-0.000633981,0.042089026,0.068205749,0.027171104,2006-08,2006-Q3,495500,-0.045610494,2006-03
8/31/2018,62044,11234,NY,New York-Newark-Jersey City,Kings,New York,101,593500,-0.002521008,0.007298031,0.074402607,0.066441252,0.026113085,2018-07,2018-Q3,595000,-0.002521008,2018-06
8/31/2018,96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,102,654400,0.000152835,0.004914005,0.0507386,0.061764757,0.034608923,2018-08,2018-Q3,654400,0,2018-08
8/31/2018,95048,85710,AZ,Tucson,Pima,Tucson,103,172300,0.001162115,0.001744186,0.05382263,0.058854945,0.000232721,2006-05,2006-Q2,205500,-0.161557178,2005-05
8/31/2018,69672,28027,NC,Charlotte-Concord-Gastonia,Cabarrus,Concord,104,219000,0,0.005509642,0.067251462,0.060970464,0.019032815,2018-08,2018-Q3,219000,0,2018-08
8/31/2018,62067,11355,NY,New York-Newark-Jersey City,Queens,New York,105,715500,-0.001395673,0.012165794,0.062045421,0.075735638,0.048604559,2018-07,2018-Q3,716500,-0.001395673,2018-07
8/31/2018,84613,60611,IL,Chicago-Naperville-Elgin,Cook,Chicago,106,345200,-0.001157407,-0.012868173,-0.015121255,0.011025249,-0.001495312,2006-05,2006-Q2,374200,-0.077498664,2005-08
8/31/2018,61790,10314,NY,New York-Newark-Jersey City,Richmond,New York,107,517900,-0.001734773,0.003293297,0.064105198,0.075248872,0.030278503,2018-06,2018-Q2,518900,-0.001927154,2018-06
8/31/2018,74156,37075,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner,Hendersonville,108,279300,-0.001072961,0.007575758,0.076715497,0.07221534,0.030969738,2018-07,2018-Q3,279600,-0.001072961,2018-07
8/31/2018,96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,109,927800,-0.001076658,0.001727489,0.070620817,0.089708147,0.062753673,2018-07,2018-Q3,928800,-0.001076658,2018-06
8/31/2018,71005,30281,GA,Atlanta-Sandy Springs-Roswell,Henry,Stockbridge,110,154000,-0.001297017,0.000649773,0.054072553,0.107135886,0.008774792,2007-04,2007-Q2,160300,-0.03930131,2005-12
8/31/2018,71864,32210,FL,Jacksonville,Duval,Jacksonville,111,130700,-0.001527884,0.009266409,0.119965724,0.153864856,0.004469045,2007-01,2007-Q1,145000,-0.09862069,2005-12
8/31/2018,94820,85225,AZ,Phoenix-Mesa-Scottsdale,Maricopa,Chandler,112,256200,0,0.002739726,0.068836045,0.079215602,0.029481062,2006-05,2006-Q2,268900,-0.047229453,2005-12
8/31/2018,62026,11215,NY,New York-Newark-Jersey City,Kings,New York,113,1302800,0,-0.002297442,0.073146623,0.094225509,0.055348638,2018-05,2018-Q2,1305800,-0.002297442,2018-05
8/31/2018,97764,94558,CA,Napa,Napa,Napa,114,651300,-0.000767106,-0.003976143,0.02583084,0.07047854,0.024782842,2018-04,2018-Q2,654300,-0.004585053,2018-03
8/31/2018,62022,11211,NY,New York-Newark-Jersey City,Kings,New York,115,964600,-0.005156766,-0.010565186,0.007520368,0.073091316,0.049135059,2017-11,2017-Q4,981000,-0.016717635,2017-09
8/31/2018,93263,80134,CO,Denver-Aurora-Lakewood,Douglas,Parker,116,462300,-0.000216263,-0.001296176,0.045218178,0.076871247,0.043210273,2018-04,2018-Q2,463100,-0.001727489,2018-04
8/31/2018,96545,91910,CA,San Diego-Carlsbad,San Diego,Chula Vista,117,522900,0,-0.003620427,0.053808948,0.064084126,0.033557473,2005-07,2005-Q3,537800,-0.027705467,2005-02
8/31/2018,95309,87114,NM,Albuquerque,Bernalillo,Albuquerque,118,217300,0,0.001382488,0.047228916,0.030710193,0.002141907,2007-08,2007-Q3,218600,-0.005946935,2007-05
8/31/2018,60081,6010,CT,Hartford-West Hartford-East Hartford,Hartford,Bristol,119,186500,-0.002673797,-0.009559214,0.01468988,0.01312873,-0.009586861,2007-01,2007-Q1,222500,-0.161797753,2004-07
8/31/2018,92336,78240,TX,San Antonio-New Braunfels,Bexar,San Antonio,120,184100,-0.001626898,-0.001085187,0.038939052,0.06154164,0.028517197,2018-06,2018-Q2,184500,-0.002168022,2018-05
8/31/2018,65133,17603,PA,Lancaster,Lancaster,Lancaster,121,157100,0,0.00640615,0.058625337,0.032297208,0.008529335,2018-08,2018-Q3,157100,0,2018-08
8/31/2018,94890,85308,AZ,Phoenix-Mesa-Scottsdale,Maricopa,Glendale,122,283600,0.00176616,0.005317263,0.05037037,0.060623745,0.021036409,2006-04,2006-Q2,330900,-0.142943487,2005-08
8/31/2018,95804,89108,NV,Las Vegas-Henderson-Paradise,Clark,Las Vegas,123,206200,-0.000968992,0.013267813,0.167610419,0.133911592,0.019492356,2006-07,2006-Q3,252300,-0.182718985,2005-01
8/31/2018,97431,93722,CA,Fresno,Fresno,Fresno,124,242600,-0.000823723,0.006639004,0.050671286,0.080012407,0.016143473,2006-04,2006-Q2,314000,-0.227388535,2004-11
8/31/2018,94870,85281,AZ,Phoenix-Mesa-Scottsdale,Maricopa,Tempe,125,239500,-0.000417362,0.000835771,0.048140044,0.078942559,0.020038123,2006-06,2006-Q2,246500,-0.028397566,2006-02
8/31/2018,95306,87111,NM,Albuquerque,Bernalillo,Albuquerque,126,263700,-0.000379075,0.000759013,0.058186196,0.04362892,0.004628375,2018-07,2018-Q3,263800,-0.000379075,2018-06
8/31/2018,79040,48180,MI,Detroit-Warren-Dearborn,Wayne,Taylor,127,97500,-0.003067485,-0.006116208,0.105442177,0.124423717,0.002177492,2005-09,2005-Q3,126400,-0.228639241,2000-05
8/31/2018,97740,94533,CA,Vallejo-Fairfield,Solano,Fairfield,128,375700,-0.002919321,0.000266241,0.07804878,0.119961441,0.043460882,2006-05,2006-Q2,432000,-0.130324074,2005-03
8/31/2018,76511,43081,OH,Columbus,Franklin,Westerville,129,219400,-0.000910747,-0.004085338,0.061441703,0.067518553,0.029436298,2018-06,2018-Q2,220400,-0.004537205,2018-05
8/31/2018,64180,15601,PA,Pittsburgh,Westmoreland,Greensburg,130,148200,-0.000674309,0.005427408,0.034193999,0.023405312,0.012326794,2018-07,2018-Q3,148300,-0.000674309,2018-06
8/31/2018,98304,95608,CA,Sacramento--Roseville--Arden-Arcade,Sacramento,Carmichael,131,404100,0.000247525,0.004973887,0.047162477,0.063141509,0.032799041,2005-11,2005-Q4,436900,-0.075074388,2005-02
8/31/2018,76971,44060,OH,Cleveland-Elyria,Lake,Mentor,132,171900,-0.000581395,0.007029877,0.055248619,0.047722516,0.008733762,2006-06,2006-Q2,172500,-0.003478261,2006-02
8/31/2018,99142,97229,OR,Portland-Vancouver-Hillsboro,Multnomah,Portland,133,549800,-0.001090116,0.000728067,0.014765596,0.059871708,0.032515565,2018-06,2018-Q2,550500,-0.001271571,2018-06
8/31/2018,62048,11238,NY,New York-Newark-Jersey City,Kings,New York,134,1047000,-0.002001716,-0.004184896,0.043452262,0.09996202,0.065085901,2018-06,2018-Q2,1052000,-0.004752852,2018-05
